message	name	f0_
Your new task is to kill 187 Suqahs.	Duradel	53
Your new task is to kill 137 Bloodveld.	Chaeldar	53
Your new task is to kill 42 Bears.	Mazchna	53
Your new task is to kill 117 Dagannoth.	Chaeldar	53
Your new task is to kill 121 Cave Crawlers.	Chaeldar	53
Your new task is to kill 56 Zombies.	Mazchna	53
Your new task is to kill 43 Rockslugs.	Mazchna	53
Your new task is to kill 114 Dust Devils.	Krystilia	53
Your new task is to kill 168 Cave Crawlers.	Chaeldar	53
Excellent, you're doing great. Your new task is to kill<br>133 Nechryael.	Duradel	53
Your new task is to kill 48 Bats.	Mazchna	53
Your new task is to kill 60 Black Dragons.	Nieve	53
Your new task is to kill 56 Dogs.	Mazchna	53
Your new task is to kill 164 Vampyres.	Steve	53
Your new task is to kill 140 Pyrefiends.	Chaeldar	53
Your new task is to kill 121 Abyssal Demons.	Nieve	53
Your new task is to kill 151 Harpie Bug Swarms.	Chaeldar	53
Your new task is to kill 223 Dust Devils.	Krystilia	53
Your new task is to kill 75 Banshees.	Vannaka	53
Your new task is to kill 160 Black Demons.	Chaeldar	53
You are to bring balance to 234 Aviansies in the God<br>Wars Dungeon.	Konar quo Maten	53
Your new task is to kill 45 Pyrefiends.	Mazchna	53
Excellent, you're doing great. Your new task is to kill<br>167 Nechryael.	Duradel	53
Your new task is to kill 137 Basilisks.	Steve	53
Your new task is to kill 155 Bloodveld.	Chaeldar	53
Excellent, you're doing great. Your new task is to kill<br>197 Smoke Devils.	Duradel	53
Excellent, you're doing great. Your new task is to kill<br>163 Spiritual Creatures.	Duradel	53
Your new task is to kill 213 Greater Demons.	Krystilia	53
Your new task is to kill 123 Cave Crawlers.	Chaeldar	53
Your new task is to kill 64 Lizards.	Mazchna	53
Your new task is to kill 230 Cave Horrors.	Duradel	53
You are to bring balance to 160 Blue Dragons in the<br>Myths' Guild Dungeon.	Konar quo Maten	53
Your new task is to kill 159 Cave Crawlers.	Chaeldar	53
Your new task is to kill 64 Bats.	Mazchna	53
Your new task is to kill 92 Nechryael.	Krystilia	53
Excellent, you're doing great. Your new task is to kill<br>18 Dark Beasts.	Steve	53
Your new task is to kill 120 Rockslugs.	Chaeldar	53
Your new task is to kill 158 Cockatrice.	Chaeldar	53
Your new task is to kill 40 Banshees.	Mazchna	53
You are to bring balance to 237 Bloodveld in the<br>Catacombs of Kourend.	Konar quo Maten	53
Your new task is to kill 118 Otherworldly Beings.	Vannaka	53
Your new task is to kill 40 Bears.	Mazchna	53
Your new task is to kill 63 Lesser Demons.	Vannaka	53
Your new task is to kill 103 Dust Devils.	Krystilia	53
Excellent, you're doing great. Your new task is to kill<br>233 Gargoyles.	Duradel	53
Your new task is to kill 43 Skeletons.	Mazchna	53
Your new task is to kill 159 Abyssal Demons.	Nieve	53
Excellent, you're doing great. Your new task is to kill<br>162 Cave Horrors.	Duradel	53
Your new task is to kill 131 Abyssal Demons.	Nieve	53
You are to bring balance to 211 Bloodveld in the Slayer<br>Tower.	Konar quo Maten	53
Your new task is to kill 86 Crawling Hands.	Vannaka	53
Your new task is to kill 222 Black Demons.	Steve	53
Excellent, you're doing great. Your new task is to kill<br>164 Abyssal Demons.	Duradel	53
Your new task is to kill 119 Turoth.	Chaeldar	53
Excellent, you're doing great. Your new task is to kill<br>108 Drakes.	Duradel	53
Your new task is to kill 120 Basilisks.	Steve	53
Your new task is to kill 49 Banshees.	Mazchna	53
You are to bring balance to 235 Bloodveld in the<br>Slayer Tower.	Konar quo Maten	53
Excellent, you're doing great. Your new task is to kill<br>168 Cave Horrors.	Duradel	53
Your new task is to kill 126 Lizards.	Chaeldar	53
Your new task is to kill 116 Lizards.	Chaeldar	53
Your new task is to kill 57 Lizards.	Mazchna	53
Your new task is to kill 207 Dust Devils.	Krystilia	53
You are to bring balance to 50 Red Dragons in<br>Brimhaven Dungeon.	Konar quo Maten	53
Your new task is to kill 59 Scorpions.	Mazchna	53
Excellent, you're doing great. Your new task is to kill<br>187 Cave Horrors.	Duradel	53
Excellent, you're doing great. Your new task is to kill<br>140 Blue Dragons.	Duradel	53
Excellent, you're doing great. Your new task is to kill<br>180 Nechryael.	Duradel	53
Your new task is to kill 143 Basilisks.	Steve	53
Your new task is to kill 50 Skeletons.	Mazchna	53
Your new task is to kill 154 Bloodveld.	Chaeldar	53
You are to bring balance to 49 Red Dragons in the<br>Forthos Dungeon.	Konar quo Maten	53
You are to bring balance to 225 Aviansies in the God<br>Wars Dungeon.	Konar quo Maten	53
You are to bring balance to 219 Bloodveld in the<br>Slayer Tower.	Konar quo Maten	53
Your new task is to kill 106 Ankou.	Duradel	53
Your new task is to kill 69 Wolves.	Mazchna	53
Your new task is to kill 112 Dust Devils.	Krystilia	53
You are to bring balance to 222 Bloodveld in the God<br>Wars Dungeon.	Konar quo Maten	53
Your new task is to kill 137 Cave Crawlers.	Chaeldar	53
Your new task is to kill 57 Cave Crawlers.	Mazchna	53
Your new task is to kill 157 Abyssal Demons.	Nieve	53
Your new task is to kill 149 Rockslugs.	Chaeldar	53
Your new task is to kill 139 TzHaar.	Duradel	53
Your new task is to kill 46 Bears.	Mazchna	53
You are to bring balance to 239 Bloodveld in the<br>Catacombs of Kourend.	Konar quo Maten	53
Your new task is to kill 116 Dagannoth.	Chaeldar	53
You are to bring balance to 202 Aviansies in the God<br>Wars Dungeon.	Konar quo Maten	53
Your new task is to kill 46 Dogs.	Mazchna	53
Excellent, you're doing great. Your new task is to kill<br>204 Bloodveld.	Duradel	53
Your new task is to kill 134 Infernal Mages.	Chaeldar	53
Your new task is to kill 106 Crawling Hands.	Vannaka	53
Your new task is to kill 142 Rockslugs.	Chaeldar	53
Your new task is to kill 63 Rockslugs.	Mazchna	53
Your new task is to kill 88 Dust Devils.	Krystilia	53
Your new task is to kill 138 Basilisks.	Steve	53
Your new task is to kill 90 Dust Devils.	Krystilia	53
Your new task is to kill 145 Cave Crawlers.	Chaeldar	53
Your new task is to kill 168 Pyrefiends.	Chaeldar	53
Your new task is to kill 65 Lizards.	Mazchna	53
Your new task is to kill 113 Lizards.	Chaeldar	53
You are to bring balance to 46 Red Dragons in<br>Brimhaven Dungeon.	Konar quo Maten	53
Excellent, you're doing great. Your new task is to kill<br>227 Dust Devils.	Steve	53
Your new task is to kill 168 Rockslugs.	Chaeldar	53
Excellent, you're doing great. Your new task is to kill<br>154 Nechryael.	Duradel	53
Excellent, you're doing great. Your new task is to kill<br>20 Black Dragons.	Nieve	53
Your new task is to kill 59 Black Dragons.	Krystilia	53
Excellent, you're doing great. Your new task is to kill<br>83 Lesser Demons.	Vannaka	53
Your new task is to kill 63 Lizards.	Mazchna	53
Excellent, you're doing great. Your new task is to kill<br>157 Kurask.	Duradel	53
Your new task is to kill 70 Trolls.	Vannaka	53
Excellent, you're doing great. Your new task is to kill<br>229 Gargoyles.	Duradel	53
Excellent, you're doing great. Your new task is to kill<br>140 Elves.	Duradel	53
Excellent, you're doing great. Your new task is to kill<br>63 Drakes.	Duradel	53
Your new task is to kill 87 Fire Giants.	Vannaka	53
You are to bring balance to 249 Aviansies in the God<br>Wars Dungeon.	Konar quo Maten	53
Your new task is to kill 120 Infernal Mages.	Chaeldar	53
Your new task is to kill 41 Bats.	Mazchna	53
Excellent, you're doing great. Your new task is to kill<br>165 Abyssal Demons.	Duradel	54
You are to bring balance to 213 Aviansies in the God<br>Wars Dungeon.	Konar quo Maten	54
Your new task is to kill 61 Shades.	Mazchna	54
Excellent, you're doing great. Your new task is to kill<br>250 Bloodveld.	Duradel	54
You are to bring balance to 243 Bloodveld in the<br>Slayer Tower.	Konar quo Maten	54
Your new task is to kill 205 Abyssal Demons.	Krystilia	54
Your new task is to kill 149 Black Demons.	Chaeldar	54
Your new task is to kill 112 Bloodveld.	Chaeldar	54
Your new task is to kill 57 Ice Warriors.	Mazchna	54
Your new task is to kill 161 Jellies.	Chaeldar	54
Excellent, you're doing great. Your new task is to kill<br>200 Kurask.	Duradel	54
Your new task is to kill 113 Infernal Mages.	Chaeldar	54
Your new task is to kill 124 Pyrefiends.	Chaeldar	54
Your new task is to kill 97 Crawling Hands.	Vannaka	54
Your new task is to kill 155 Cave Crawlers.	Chaeldar	54
Your new task is to kill 230 Abyssal Demons.	Nieve	54
Your new task is to kill 162 Infernal Mages.	Chaeldar	54
You are to bring balance to 242 Bloodveld in the<br>Catacombs of Kourend.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>158 Elves.	Duradel	54
Your new task is to kill 153 Jellies.	Chaeldar	54
Your new task is to kill 61 Bats.	Mazchna	54
Your new task is to kill 151 Lizards.	Chaeldar	54
Your new task is to kill 70 Skeletons.	Mazchna	54
Your new task is to kill 220 Suqahs.	Duradel	54
You are to bring balance to 228 Bloodveld in the God<br>Wars Dungeon.	Konar quo Maten	54
Your new task is to kill 238 Cave Horrors.	Duradel	54
Your new task is to kill 128 Black Demons.	Chaeldar	54
Your new task is to kill 46 Kalphite.	Mazchna	54
Your new task is to kill 170 Basilisks.	Steve	54
Excellent, you're doing great. Your new task is to kill<br>97 Drakes.	Duradel	54
Your new task is to kill 49 Zombies.	Mazchna	54
Your new task is to kill 202 Dust Devils.	Krystilia	54
Your new task is to kill 137 Lizards.	Chaeldar	54
Your new task is to kill 131 Black Demons.	Chaeldar	54
Your new task is to kill 48 Steel Dragons.	Duradel	54
Excellent, you're doing great. Your new task is to kill<br>230 Dust Devils.	Duradel	54
Your new task is to kill 157 Bloodveld.	Chaeldar	54
Your new task is to kill 88 Lesser Demons.	Vannaka	54
Your new task is to kill 214 Abyssal Demons.	Nieve	54
Your new task is to kill 43 Banshees.	Mazchna	54
You are to bring balance to 248 Aberrant Spectres in<br>the Stronghold Slayer Dungeon.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>144 Smoke Devils.	Duradel	54
Excellent, you're doing great. Your new task is to kill<br>240 Dust Devils.	Duradel	54
Your new task is to kill 221 Abyssal Demons.	Nieve	54
Your new task is to kill 246 Abyssal Demons.	Nieve	54
Excellent, you're doing great. Your new task is to kill<br>135 Smoke Devils.	Duradel	54
Your new task is to kill 210 Dust Devils.	Krystilia	54
Your new task is to kill 61 Scorpions.	Mazchna	54
You are to bring balance to 135 Basilisks in the<br>Fremennik Slayer Dungeon.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>196 Cave Horrors.	Duradel	54
Your new task is to kill 117 Banshees.	Vannaka	54
Your new task is to kill 53 Skeletons.	Mazchna	54
Your new task is to kill 46 Crawling Hands.	Mazchna	54
You are to bring balance to 249 Bloodveld in the God<br>Wars Dungeon.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>149 Blue Dragons.	Duradel	54
Excellent, you're doing great. Your new task is to kill<br>191 Smoke Devils.	Duradel	54
You are to bring balance to 232 Bloodveld in the<br>Slayer Tower.	Konar quo Maten	54
Your new task is to kill 50 Kalphite.	Mazchna	54
Your new task is to kill 41 Hill Giants.	Mazchna	54
Excellent, you're doing great. Your new task is to kill<br>240 Gargoyles.	Duradel	54
Your new task is to kill 44 Dogs.	Mazchna	54
Your new task is to kill 148 Lizards.	Chaeldar	54
Your new task is to kill 84 Banshees.	Vannaka	54
Excellent, you're doing great. Your new task is to kill<br>203 Gargoyles.	Duradel	54
You are to bring balance to 234 Bloodveld in the<br>Stronghold Slayer Dungeon.	Konar quo Maten	54
Your new task is to kill 163 Basilisks.	Steve	54
You are to bring balance to 126 Basilisks in the<br>Jormungand's Prison.	Konar quo Maten	54
Your new task is to kill 121 Rockslugs.	Chaeldar	54
Your new task is to kill 44 Bats.	Mazchna	54
Excellent, you're doing great. Your new task is to kill<br>199 Kurask.	Duradel	54
Excellent, you're doing great. Your new task is to kill<br>179 Gargoyles.	Duradel	54
Your new task is to kill 141 Hellhounds.	Chaeldar	54
Your new task is to kill 58 Crawling Hands.	Mazchna	54
Your new task is to kill 121 Dagannoth.	Chaeldar	54
Your new task is to kill 16 Dark Beasts.	Nieve	54
Your new task is to kill 52 Bats.	Mazchna	54
Your new task is to kill 49 Black Dragons.	Nieve	54
Your new task is to kill 168 Lizards.	Chaeldar	54
Your new task is to kill 94 Fire Giants.	Vannaka	54
Excellent, you're doing great. Your new task is to kill<br>155 Abyssal Demons.	Duradel	54
Your new task is to kill 166 Harpie Bug Swarms.	Chaeldar	54
You are to bring balance to 237 Bloodveld in the<br>Slayer Tower.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>149 Spiritual Creatures.	Duradel	54
Your new task is to kill 55 Black Dragons.	Nieve	54
Your new task is to kill 43 Hobgoblins.	Mazchna	54
Your new task is to kill 156 Cave Crawlers.	Chaeldar	54
Your new task is to kill 216 Suqahs.	Duradel	54
Your new task is to kill 236 Greater Demons.	Steve	54
Your new task is to kill 238 Black Demons.	Steve	54
Your new task is to kill 74 Cockatrice.	Vannaka	54
Your new task is to kill 155 Greater Demons.	Chaeldar	54
Your new task is to kill 59 Killerwatts.	Vannaka	54
Excellent, you're doing great. Your new task is to kill<br>192 Smoke Devils.	Duradel	54
Your new task is to kill 97 Harpie Bug Swarms.	Vannaka	54
You are to bring balance to 240 Bloodveld in the God<br>Wars Dungeon.	Konar quo Maten	54
Your new task is to kill 126 Jellies.	Chaeldar	54
Your new task is to kill 61 Fire Giants.	Vannaka	54
Your new task is to kill 214 Suqahs.	Duradel	54
Your new task is to kill 54 Ghosts.	Mazchna	54
Your new task is to kill 40 Steel Dragons.	Duradel	54
Your new task is to kill 118 Harpie Bug Swarms.	Vannaka	54
Your new task is to kill 110 Harpie Bug Swarms.	Chaeldar	54
Excellent, you're doing great. Your new task is to kill<br>143 Abyssal Demons.	Duradel	54
Excellent, you're doing great. Your new task is to kill<br>224 Bloodveld.	Duradel	54
Your new task is to kill 131 Banshees.	Chaeldar	54
Your new task is to kill 183 Basilisks.	Steve	54
Your new task is to kill 122 Cockatrice.	Chaeldar	54
Your new task is to kill 62 Pyrefiends.	Mazchna	54
You are to bring balance to 244 Bloodveld in the<br>Catacombs of Kourend.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>169 Abyssal Demons.	Duradel	54
Your new task is to kill 138 Harpie Bug Swarms.	Chaeldar	54
Excellent, you're doing great. Your new task is to kill<br>188 Smoke Devils.	Duradel	54
Excellent, you're doing great. Your new task is to kill<br>132 Kurask.	Duradel	54
Your new task is to kill 225 Dust Devils.	Krystilia	54
Your new task is to kill 117 Harpie Bug Swarms.	Chaeldar	54
Your new task is to kill 8 Mithril Dragons.	Nieve	54
Your new task is to kill 67 Otherworldly Beings.	Vannaka	54
Your new task is to kill 181 TzHaar.	Duradel	54
Your new task is to kill 156 Black Demons.	Chaeldar	54
Your new task is to kill 43 Scorpions.	Mazchna	54
Your new task is to kill 44 Kalphite.	Mazchna	54
Your new task is to kill 234 Greater Demons.	Steve	54
Your new task is to kill 118 Harpie Bug Swarms.	Chaeldar	54
Your new task is to kill 140 Basilisks.	Steve	54
Your new task is to kill 50 Ice Warriors.	Mazchna	54
You are to bring balance to 225 Aberrant Spectres in<br>the Stronghold Slayer Dungeon.	Konar quo Maten	54
Your new task is to kill 209 Nechryael.	Krystilia	54
Your new task is to kill 140 Banshees.	Chaeldar	54
Your new task is to kill 237 Black Demons.	Steve	54
Excellent, you're doing great. Your new task is to kill<br>176 Spiritual Creatures.	Duradel	54
Your new task is to kill 216 Dust Devils.	Krystilia	54
Your new task is to kill 167 Black Demons.	Chaeldar	54
Your new task is to kill 80 Dust Devils.	Krystilia	54
Your new task is to kill 129 Basilisks.	Chaeldar	54
Your new task is to kill 41 Cave Crawlers.	Mazchna	54
You are to bring balance to 217 Bloodveld in the Slayer<br>Tower.	Konar quo Maten	54
Your new task is to kill 138 Pyrefiends.	Chaeldar	54
You are to bring balance to 36 Red Dragons in<br>Brimhaven Dungeon.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>154 Cave Horrors.	Duradel	54
Your new task is to kill 174 Abyssal Demons.	Nieve	54
Your new task is to kill 65 Zombies.	Mazchna	54
Excellent, you're doing great. Your new task is to kill<br>151 Nechryael.	Duradel	54
You are to bring balance to 241 Bloodveld in the God<br>Wars Dungeon.	Konar quo Maten	54
You are to bring balance to 249 Basilisks in the<br>Fremennik Slayer Dungeon.	Konar quo Maten	54
Excellent, you're doing great. Your new task is to kill<br>213 Black Demons.	Duradel	54
Your new task is to kill 67 Blue Dragons.	Vannaka	54
Your new task is to kill 141 Lizards.	Chaeldar	54
Your new task is to kill 203 Aberrant Spectres.	Nieve	54
Your new task is to kill 44 Rockslugs.	Mazchna	54
Excellent, you're doing great. Your new task is to kill<br>192 Spiritual Creatures.	Duradel	54
Your new task is to kill 63 Infernal Mages.	Vannaka	54
You are to bring balance to 248 Bloodveld in the<br>Catacombs of Kourend.	Konar quo Maten	54
Your new task is to kill 63 Cave Crawlers.	Mazchna	54
Excellent, you're doing great. Your new task is to kill<br>174 Kurask.	Duradel	54
Your new task is to kill 151 Greater Demons.	Chaeldar	54
Your new task is to kill 231 Dust Devils.	Krystilia	54
Your new task is to kill 201 Greater Demons.	Krystilia	54
Your new task is to kill 115 Infernal Mages.	Chaeldar	54
Your new task is to kill 126 Black Demons.	Chaeldar	54
Your new task is to kill 245 Dust Devils.	Krystilia	54
Excellent, you're doing great. Your new task is to kill<br>185 Cave Horrors.	Duradel	54
Your new task is to kill 40 Killerwatts.	Vannaka	54
Your new task is to kill 148 Infernal Mages.	Chaeldar	54
Your new task is to kill 232 Greater Demons.	Steve	55
You are to bring balance to 151 Basilisks in the<br>Jormungand's Prison.	Konar quo Maten	55
Your new task is to kill 116 Trolls.	Vannaka	55
Your new task is to kill 66 Rockslugs.	Mazchna	55
You are to bring balance to 133 Blue Dragons in the<br>Myths' Guild Dungeon.	Konar quo Maten	55
Your new task is to kill 174 Basilisks.	Steve	55
Your new task is to kill 166 Hellhounds.	Chaeldar	55
You are to bring balance to 141 Bloodveld in the<br>Iorwerth Dungeon.	Konar quo Maten	55
You are to bring balance to 49 Red Dragons in<br>Brimhaven Dungeon.	Konar quo Maten	55
Excellent, you're doing great. Your new task is to kill<br>145 Smoke Devils.	Duradel	55
Your new task is to kill 59 Steel Dragons.	Duradel	55
You are to bring balance to 220 Bloodveld in the<br>Stronghold Slayer Dungeon.	Konar quo Maten	55
Excellent, you're doing great. Your new task is to kill<br>211 Dust Devils.	Duradel	55
Your new task is to kill 55 Steel Dragons.	Duradel	55
Your new task is to kill 129 Rockslugs.	Chaeldar	55
You are to bring balance to 161 Blue Dragons in the<br>Myths' Guild Dungeon.	Konar quo Maten	55
Excellent, you're doing great. Your new task is to kill<br>173 Nechryael.	Duradel	55
Your new task is to kill 42 Killerwatts.	Vannaka	55
Your new task is to kill 247 Dust Devils.	Krystilia	55
Your new task is to kill 249 Black Demons.	Steve	55
Your new task is to kill 93 Harpie Bug Swarms.	Vannaka	55
Your new task is to kill 48 Scorpions.	Mazchna	55
You are to bring balance to 246 Bloodveld in the<br>Stronghold Slayer Dungeon.	Konar quo Maten	55
Your new task is to kill 111 Lizards.	Chaeldar	55
Your new task is to kill 107 Dust Devils.	Krystilia	55
Your new task is to kill 115 Cockatrice.	Chaeldar	55
Your new task is to kill 42 Drakes.	Nieve	55
Your new task is to kill 129 Harpie Bug Swarms.	Chaeldar	55
You are to bring balance to 200 Aviansies in the God<br>Wars Dungeon.	Konar quo Maten	55
Your new task is to kill 236 Dust Devils.	Krystilia	55
Your new task is to kill 56 Skeletons.	Mazchna	55
Your new task is to kill 45 Bats.	Mazchna	55
Excellent, you're doing great. Your new task is to kill<br>181 Gargoyles.	Duradel	55
Your new task is to kill 42 Scorpions.	Mazchna	55
Your new task is to kill 117 Infernal Mages.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>190 Spiritual Creatures.	Duradel	55
Your new task is to kill 64 Killerwatts.	Vannaka	55
Your new task is to kill 119 Cockatrice.	Chaeldar	55
Your new task is to kill 163 Cockatrice.	Chaeldar	55
Your new task is to kill 245 Black Demons.	Steve	55
Excellent, you're doing great. Your new task is to kill<br>162 Smoke Devils.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>218 Gargoyles.	Duradel	55
Your new task is to kill 224 Cave Horrors.	Duradel	55
Your new task is to kill 210 Greater Demons.	Steve	55
Excellent, you're doing great. Your new task is to kill<br>195 Cave Horrors.	Duradel	55
You are to bring balance to 228 Bloodveld in the<br>Slayer Tower.	Konar quo Maten	55
Your new task is to kill 165 Banshees.	Chaeldar	55
Your new task is to kill 124 Harpie Bug Swarms.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>211 Vampyres.	Duradel	55
Your new task is to kill 47 Black Dragons.	Nieve	55
Your new task is to kill 153 Banshees.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>238 Abyssal Demons.	Duradel	55
Your new task is to kill 248 Greater Demons.	Steve	55
Excellent, you're doing great. Your new task is to kill<br>170 Elves.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>100 Drakes.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>180 Smoke Devils.	Duradel	55
Your new task is to kill 117 Jellies.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>153 Gargoyles.	Duradel	55
You are to bring balance to 212 Bloodveld in the God<br>Wars Dungeon.	Konar quo Maten	55
Your new task is to kill 42 Zombies.	Mazchna	55
Your new task is to kill 127 Infernal Mages.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>250 Abyssal Demons.	Duradel	55
Your new task is to kill 160 Cave Crawlers.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>241 Dust Devils.	Duradel	55
Your new task is to kill 50 Dogs.	Mazchna	55
You are to bring balance to 234 Bloodveld in the God<br>Wars Dungeon.	Konar quo Maten	55
Your new task is to kill 248 Dust Devils.	Krystilia	55
Your new task is to kill 115 Bloodveld.	Chaeldar	55
Your new task is to kill 170 Abyssal Demons.	Nieve	55
Your new task is to kill 67 Wolves.	Mazchna	55
Your new task is to kill 73 Harpie Bug Swarms.	Vannaka	55
Your new task is to kill 134 Harpie Bug Swarms.	Chaeldar	55
Your new task is to kill 136 Cave Crawlers.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>169 Nechryael.	Duradel	55
Your new task is to kill 94 Basilisks.	Vannaka	55
Your new task is to kill 210 Suqahs.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>199 Abyssal Demons.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>248 Dust Devils.	Duradel	55
Your new task is to kill 51 Black Dragons.	Nieve	55
Your new task is to kill 206 Suqahs.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>183 Cave Horrors.	Duradel	55
Your new task is to kill 231 Black Demons.	Steve	55
Your new task is to kill 58 Ghosts.	Mazchna	55
Your new task is to kill 44 Banshees.	Mazchna	55
Your new task is to kill 41 Shades.	Mazchna	55
Your new task is to kill 84 Dust Devils.	Krystilia	55
Excellent, you're doing great. Your new task is to kill 4<br>Adamant Dragons.	Steve	55
Excellent, you're doing great. Your new task is to kill<br>246 Abyssal Demons.	Duradel	55
Your new task is to kill 65 Ghosts.	Mazchna	55
Your new task is to kill 147 Cave Crawlers.	Chaeldar	55
You are to bring balance to 152 Basilisks in the<br>Jormungand's Prison.	Konar quo Maten	55
You are to bring balance to 200 Bloodveld in the<br>Stronghold Slayer Dungeon.	Konar quo Maten	55
Excellent, you're doing great. Your new task is to kill<br>131 Cave Horrors.	Duradel	55
Your new task is to kill 112 Lesser Demons.	Vannaka	55
Your new task is to kill 131 Rockslugs.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>189 Cave Horrors.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>135 Gargoyles.	Duradel	55
Your new task is to kill 114 Crocodiles.	Vannaka	55
Your new task is to kill 161 Greater Demons.	Chaeldar	55
Your new task is to kill 155 Lizards.	Chaeldar	55
Your new task is to kill 53 Crawling Hands.	Mazchna	55
Your new task is to kill 163 Infernal Mages.	Chaeldar	55
Your new task is to kill 115 Rockslugs.	Chaeldar	55
Your new task is to kill 164 Bloodveld.	Chaeldar	55
Your new task is to kill 60 Lizards.	Mazchna	55
Your new task is to kill 41 Cows.	Spria	55
Your new task is to kill 111 Banshees.	Vannaka	55
Your new task is to kill 64 Scorpions.	Mazchna	55
Your new task is to kill 248 Abyssal Demons.	Nieve	55
Your new task is to kill 40 Lizards.	Mazchna	55
Your new task is to kill 203 Cave Horrors.	Duradel	55
You are to bring balance to 208 Aviansies in the God<br>Wars Dungeon.	Konar quo Maten	55
Excellent, you're doing great. Your new task is to kill<br>144 Nechryael.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>190 Abyssal Demons.	Duradel	55
Your new task is to kill 137 Greater Demons.	Chaeldar	55
Your new task is to kill 244 Dust Devils.	Krystilia	55
Your new task is to kill 120 Harpie Bug Swarms.	Vannaka	55
Your new task is to kill 149 Greater Demons.	Chaeldar	55
Your new task is to kill 221 Black Demons.	Steve	55
Your new task is to kill 146 Basilisks.	Chaeldar	55
Your new task is to kill 249 Dust Devils.	Krystilia	55
You are to bring balance to 125 Vampyres in Slepe.	Konar quo Maten	55
Excellent, you're doing great. Your new task is to kill<br>146 Kurask.	Duradel	55
Your new task is to kill 73 Banshees.	Vannaka	55
Your new task is to kill 48 Ice Warriors.	Mazchna	55
Excellent, you're doing great. Your new task is to kill<br>205 Gargoyles.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>167 Cave Horrors.	Duradel	55
Your new task is to kill 42 Wolves.	Mazchna	55
Excellent, you're doing great. Your new task is to kill<br>225 Abyssal Demons.	Duradel	55
Excellent, you're doing great. Your new task is to kill<br>60 Drakes.	Duradel	55
Your new task is to kill 144 Abyssal Demons.	Nieve	55
Your new task is to kill 106 Dust Devils.	Krystilia	55
Your new task is to kill 106 Lesser Demons.	Vannaka	55
Your new task is to kill 155 Black Demons.	Chaeldar	55
Your new task is to kill 140 TzHaar.	Duradel	55
Your new task is to kill 184 Basilisks.	Steve	55
Excellent, you're doing great. Your new task is to kill<br>64 Drakes.	Duradel	55
Your new task is to kill 61 Dogs.	Mazchna	55
Your new task is to kill 96 Basilisks.	Vannaka	55
You are to bring balance to 217 Bloodveld in the<br>Catacombs of Kourend.	Konar quo Maten	55
Your new task is to kill 225 Nechryael.	Nieve	55
Your new task is to kill 127 Abyssal Demons.	Nieve	55
Excellent, you're doing great. Your new task is to kill<br>244 Abyssal Demons.	Duradel	55
Your new task is to kill 65 Blue Dragons.	Vannaka	55
Your new task is to kill 108 Lesser Demons.	Vannaka	55
Your new task is to kill 223 Black Demons.	Steve	55
Excellent, you're doing great. Your new task is to kill<br>221 Dust Devils.	Duradel	55
Your new task is to kill 235 Greater Demons.	Krystilia	55
Your new task is to kill 124 Dust Devils.	Krystilia	55
Your new task is to kill 133 Harpie Bug Swarms.	Chaeldar	55
Your new task is to kill 142 Basilisks.	Steve	55
Your new task is to kill 108 Blue Dragons.	Vannaka	55
Your new task is to kill 147 Cockatrice.	Chaeldar	55
Excellent, you're doing great. Your new task is to kill<br>96 Wyrms.	Nieve	55
Your new task is to kill 236 Abyssal Demons.	Nieve	55
Your new task is to kill 125 Basilisks.	Steve	55
Your new task is to kill 65 Hill Giants.	Mazchna	55
Your new task is to kill 242 Greater Demons.	Krystilia	55
You are to bring balance to 235 Bloodveld in the<br>Catacombs of Kourend.	Konar quo Maten	55
Your new task is to kill 68 Wolves.	Mazchna	55
Your new task is to kill 127 Dagannoth.	Chaeldar	55
Your new task is to kill 46 Rockslugs.	Mazchna	55
Your new task is to kill 57 Scorpions.	Mazchna	55
Your new task is to kill 129 Black Demons.	Chaeldar	55
Your new task is to kill 116 Jellies.	Chaeldar	55
Your new task is to kill 137 Turoth.	Chaeldar	56
